id,value
id_186,25.80155096223613
id_187,68.09712480512236
id_188,8.844771994226221
id_189,57.043323172827414
id_190,38.78089205462203
id_191,16.169977966557717
id_192,29.909011355528193
id_193,0.1572709195440467
id_194,18.56337201762561
id_195,2.2775974702209645
id_196,34.05866871093624
id_197,11.120663036093895
id_198,20.106463421696095
id_199,61.35171178974147
id_200,25.867052697465436
id_201,26.598284569340773
id_202,65.32372615979628
id_203,10.665473674144671
id_204,10.293586892381185
id_205,11.827738091364608
id_206,6.264895921393851
id_207,2.1437510527529184
id_208,119.7299318383768
id_209,20.09391319865161
id_210,16.430612964519426
id_211,13.53340829990755
id_212,36.04644055592622
id_213,34.968353066581955
id_214,19.070937307335164
id_215,34.22281333514648
id_216,80.04700701958822
id_217,1.0444092411418886
id_218,12.004918209047656
id_219,31.297777133432973
id_220,15.272108463130682
id_221,13.629463886009464
id_222,114.27440353013185
id_223,12.319860902588466
id_224,17.09613569303923
id_225,63.18779878950904
id_226,14.799080522523935
id_227,20.450237173555188
id_228,10.460696256431927
id_229,4.782493454059775
id_230,45.316287300168085
id_231,14.362039574634828
id_232,51.597534528342194
id_233,43.40789033554242
id_234,24.559161927486514
id_235,42.11286242771242
id_236,70.08199507160344
id_237,43.81580481880266
id_238,12.422722739441747
id_239,19.253705594422026
